RUN	com.xhinliang.startup.gatling.ComputerWorld	computerworld	1544860433458	 	3.0.1
REQUEST	28		login	1544860437697	1544860437711	OK	 
USER	XhinLiang random api	28	END	1544860437695	1544860437712
USER	XhinLiang random api	29	START	1544860437796	1544860437796
REQUEST	29		login	1544860437797	1544860437806	OK	 
USER	XhinLiang random api	29	END	1544860437796	1544860437807
USER	XhinLiang random api	30	START	1544860437895	1544860437895
REQUEST	30		login	1544860437897	1544860437923	OK	 
USER	XhinLiang random api	30	END	1544860437895	1544860437925
USER	XhinLiang random api	31	START	1544860437996	1544860437996
REQUEST	31		login	1544860437997	1544860438007	OK	 
USER	XhinLiang random api	31	END	1544860437996	1544860438009
USER	XhinLiang random api	32	START	1544860438095	1544860438095
REQUEST	32		login	1544860438097	1544860438108	OK	 
USER	XhinLiang random api	32	END	1544860438095	1544860438110
USER	XhinLiang random api	33	START	1544860438195	1544860438195
REQUEST	33		login	1544860438196	1544860438212	OK	 
USER	XhinLiang random api	33	END	1544860438195	1544860438214
USER	XhinLiang random api	34	START	1544860438296	1544860438296
REQUEST	34		login	1544860438297	1544860438318	OK	 
USER	XhinLiang random api	34	END	1544860438296	1544860438319
USER	XhinLiang random api	35	START	1544860438395	1544860438395
REQUEST	35		login	1544860438397	1544860438410	OK	 
USER	XhinLiang random api	35	END	1544860438395	1544860438411
USER	XhinLiang random api	36	START	1544860438495	1544860438495
REQUEST	36		login	1544860438496	1544860438508	OK	 
USER	XhinLiang random api	36	END	1544860438495	1544860438509
USER	XhinLiang random api	37	START	1544860438595	1544860438595
REQUEST	37		login	1544860438596	1544860438607	OK	 
USER	XhinLiang random api	37	END	1544860438595	1544860438609
USER	XhinLiang random api	38	START	1544860438695	1544860438695
REQUEST	38		login	1544860438697	1544860438723	OK	 
USER	XhinLiang random api	38	END	1544860438695	1544860438724
USER	XhinLiang random api	39	START	1544860438796	1544860438796
REQUEST	39		login	1544860438797	1544860438810	OK	 
USER	XhinLiang random api	39	END	1544860438796	1544860438811
USER	XhinLiang random api	40	START	1544860438896	1544860438896
REQUEST	40		login	1544860438897	1544860438908	OK	 
USER	XhinLiang random api	40	END	1544860438896	1544860438909
USER	XhinLiang random api	41	START	1544860438995	1544860438995
REQUEST	41		login	1544860438997	1544860439010	OK	 
USER	XhinLiang random api	41	END	1544860438995	1544860439011
USER	XhinLiang random api	42	START	1544860439095	1544860439095
REQUEST	42		login	1544860439097	1544860439108	OK	 
USER	XhinLiang random api	42	END	1544860439095	1544860439110
USER	XhinLiang random api	43	START	1544860439196	1544860439196
REQUEST	43		login	1544860439197	1544860439209	OK	 
USER	XhinLiang random api	43	END	1544860439196	1544860439210
USER	XhinLiang random api	44	START	1544860439295	1544860439295
REQUEST	44		login	1544860439297	1544860439312	OK	 
USER	XhinLiang random api	44	END	1544860439295	1544860439313
USER	XhinLiang random api	45	START	1544860439395	1544860439395
REQUEST	45		login	1544860439396	1544860439417	OK	 
USER	XhinLiang random api	45	END	1544860439395	1544860439418
USER	XhinLiang random api	46	START	1544860439496	1544860439496
REQUEST	46		login	1544860439497	1544860439509	OK	 
USER	XhinLiang random api	46	END	1544860439496	1544860439510
USER	XhinLiang random api	47	START	1544860439595	1544860439595
REQUEST	47		login	1544860439596	1544860439612	OK	 
USER	XhinLiang random api	47	END	1544860439595	1544860439613
USER	XhinLiang random api	48	START	1544860439696	1544860439696
REQUEST	48		login	1544860439697	1544860439727	OK	 
USER	XhinLiang random api	48	END	1544860439696	1544860439728
USER	XhinLiang random api	49	START	1544860439795	1544860439795
REQUEST	49		login	1544860439795	1544860439806	OK	 
USER	XhinLiang random api	49	END	1544860439795	1544860439806
USER	XhinLiang random api	50	START	1544860439896	1544860439896
REQUEST	50		login	1544860439896	1544860439904	OK	 
USER	XhinLiang random api	50	END	1544860439896	1544860439905
USER	XhinLiang random api	51	START	1544860439995	1544860439995
REQUEST	51		login	1544860439996	1544860440006	OK	 
USER	XhinLiang random api	51	END	1544860439995	1544860440007
USER	XhinLiang random api	52	START	1544860440095	1544860440095
REQUEST	52		login	1544860440096	1544860440106	OK	 
USER	XhinLiang random api	52	END	1544860440095	1544860440107
USER	XhinLiang random api	53	START	1544860440195	1544860440195
REQUEST	53		login	1544860440197	1544860440207	OK	 
USER	XhinLiang random api	53	END	1544860440195	1544860440208
USER	XhinLiang random api	54	START	1544860440295	1544860440295
REQUEST	54		login	1544860440296	1544860440308	OK	 
USER	XhinLiang random api	54	END	1544860440295	1544860440310
USER	XhinLiang random api	55	START	1544860440396	1544860440396
REQUEST	55		login	1544860440397	1544860440408	OK	 
USER	XhinLiang random api	55	END	1544860440396	1544860440409
USER	XhinLiang random api	56	START	1544860440495	1544860440495
REQUEST	56		login	1544860440496	1544860440508	OK	 
USER	XhinLiang random api	56	END	1544860440495	1544860440509
USER	XhinLiang random api	57	START	1544860440596	1544860440596
REQUEST	57		login	1544860440597	1544860440609	OK	 
USER	XhinLiang random api	57	END	1544860440596	1544860440610
USER	XhinLiang random api	58	START	1544860440695	1544860440695
REQUEST	58		login	1544860440696	1544860440709	OK	 
USER	XhinLiang random api	58	END	1544860440695	1544860440710
USER	XhinLiang random api	59	START	1544860440795	1544860440795
REQUEST	59		login	1544860440797	1544860440818	OK	 
USER	XhinLiang random api	59	END	1544860440795	1544860440818
USER	XhinLiang random api	60	START	1544860440896	1544860440896
REQUEST	60		login	1544860440897	1544860440908	OK	 
USER	XhinLiang random api	60	END	1544860440896	1544860440910
USER	XhinLiang random api	61	START	1544860440995	1544860440995
REQUEST	61		login	1544860440996	1544860441006	OK	 
USER	XhinLiang random api	61	END	1544860440995	1544860441008
USER	XhinLiang random api	62	START	1544860441095	1544860441095
REQUEST	62		login	1544860441097	1544860441107	OK	 
USER	XhinLiang random api	62	END	1544860441095	1544860441108
USER	XhinLiang random api	63	START	1544860441195	1544860441195
REQUEST	63		login	1544860441196	1544860441208	OK	 
USER	XhinLiang random api	63	END	1544860441195	1544860441209
USER	XhinLiang random api	64	START	1544860441296	1544860441296
REQUEST	64		login	1544860441297	1544860441308	OK	 
USER	XhinLiang random api	64	END	1544860441296	1544860441310
USER	XhinLiang random api	65	START	1544860441395	1544860441395
REQUEST	65		login	1544860441397	1544860441407	OK	 
USER	XhinLiang random api	65	END	1544860441395	1544860441408
USER	XhinLiang random api	66	START	1544860441496	1544860441496
REQUEST	66		login	1544860441497	1544860441548	OK	 
USER	XhinLiang random api	66	END	1544860441496	1544860441549
USER	XhinLiang random api	67	START	1544860441595	1544860441595
REQUEST	67		login	1544860441597	1544860441605	OK	 
USER	XhinLiang random api	67	END	1544860441595	1544860441606
USER	XhinLiang random api	68	START	1544860441695	1544860441695
REQUEST	68		login	1544860441696	1544860441706	OK	 
USER	XhinLiang random api	68	END	1544860441695	1544860441707
USER	XhinLiang random api	69	START	1544860441796	1544860441796
REQUEST	69		login	1544860441797	1544860441805	OK	 
USER	XhinLiang random api	69	END	1544860441796	1544860441806
USER	XhinLiang random api	70	START	1544860441895	1544860441895
REQUEST	70		login	1544860441896	1544860441907	OK	 
USER	XhinLiang random api	70	END	1544860441895	1544860441908
USER	XhinLiang random api	71	START	1544860441995	1544860441995
USER	XhinLiang random api	72	START	1544860442095	1544860442095
REQUEST	71		login	1544860441997	1544860442164	OK	 
USER	XhinLiang random api	71	END	1544860441995	1544860442165
REQUEST	72		login	1544860442096	1544860442173	OK	 
USER	XhinLiang random api	72	END	1544860442095	1544860442173
USER	XhinLiang random api	73	START	1544860442195	1544860442195
REQUEST	73		login	1544860442197	1544860442208	OK	 
USER	XhinLiang random api	73	END	1544860442195	1544860442209
USER	XhinLiang random api	74	START	1544860442295	1544860442295
REQUEST	74		login	1544860442296	1544860442306	OK	 
USER	XhinLiang random api	74	END	1544860442295	1544860442307
USER	XhinLiang random api	75	START	1544860442395	1544860442395
REQUEST	75		login	1544860442396	1544860442413	OK	 
USER	XhinLiang random api	75	END	1544860442395	1544860442414
USER	XhinLiang random api	76	START	1544860442496	1544860442496
REQUEST	76		login	1544860442497	1544860442510	OK	 
USER	XhinLiang random api	76	END	1544860442496	1544860442511
USER	XhinLiang random api	77	START	1544860442595	1544860442595
REQUEST	77		login	1544860442596	1544860442613	OK	 
USER	XhinLiang random api	77	END	1544860442595	1544860442614
USER	XhinLiang random api	78	START	1544860442696	1544860442696
REQUEST	78		login	1544860442697	1544860442711	OK	 
USER	XhinLiang random api	78	END	1544860442696	1544860442712
USER	XhinLiang random api	79	START	1544860442795	1544860442795
REQUEST	79		login	1544860442797	1544860442807	OK	 
USER	XhinLiang random api	79	END	1544860442795	1544860442808
USER	XhinLiang random api	80	START	1544860442895	1544860442895
REQUEST	80		login	1544860442896	1544860442919	OK	 
USER	XhinLiang random api	80	END	1544860442895	1544860442920
USER	XhinLiang random api	81	START	1544860442995	1544860442995
REQUEST	81		login	1544860442996	1544860443049	OK	 
USER	XhinLiang random api	81	END	1544860442995	1544860443050
USER	XhinLiang random api	82	START	1544860443096	1544860443096
REQUEST	82		login	1544860443097	1544860443109	OK	 
USER	XhinLiang random api	82	END	1544860443096	1544860443110
USER	XhinLiang random api	83	START	1544860443195	1544860443195
REQUEST	83		login	1544860443197	1544860443206	OK	 
USER	XhinLiang random api	83	END	1544860443195	1544860443208
USER	XhinLiang random api	84	START	1544860443295	1544860443295
USER	XhinLiang random api	85	START	1544860443396	1544860443396
REQUEST	84		login	1544860443296	1544860443478	OK	 
USER	XhinLiang random api	84	END	1544860443295	1544860443479
REQUEST	85		login	1544860443397	1544860443481	OK	 
USER	XhinLiang random api	85	END	1544860443396	1544860443482
USER	XhinLiang random api	86	START	1544860443495	1544860443495
REQUEST	86		login	1544860443497	1544860443512	OK	 
USER	XhinLiang random api	86	END	1544860443495	1544860443512
USER	XhinLiang random api	87	START	1544860443596	1544860443596
REQUEST	87		login	1544860443597	1544860443610	OK	 
USER	XhinLiang random api	87	END	1544860443596	1544860443611
USER	XhinLiang random api	88	START	1544860443696	1544860443696
REQUEST	88		login	1544860443697	1544860443708	OK	 
USER	XhinLiang random api	88	END	1544860443696	1544860443709
USER	XhinLiang random api	89	START	1544860443795	1544860443795
REQUEST	89		login	1544860443796	1544860443809	OK	 
USER	XhinLiang random api	89	END	1544860443795	1544860443810
USER	XhinLiang random api	90	START	1544860443895	1544860443895
REQUEST	90		login	1544860443897	1544860443912	OK	 
USER	XhinLiang random api	90	END	1544860443895	1544860443913
USER	XhinLiang random api	91	START	1544860443996	1544860443996
REQUEST	91		login	1544860443997	1544860444008	OK	 
USER	XhinLiang random api	91	END	1544860443996	1544860444009
USER	XhinLiang random api	92	START	1544860444095	1544860444095
REQUEST	92		login	1544860444097	1544860444108	OK	 
USER	XhinLiang random api	92	END	1544860444095	1544860444109
USER	XhinLiang random api	93	START	1544860444195	1544860444195
REQUEST	93		login	1544860444196	1544860444228	OK	 
USER	XhinLiang random api	93	END	1544860444195	1544860444229
USER	XhinLiang random api	94	START	1544860444296	1544860444296
REQUEST	94		login	1544860444297	1544860444306	OK	 
USER	XhinLiang random api	94	END	1544860444296	1544860444307
USER	XhinLiang random api	95	START	1544860444396	1544860444396
REQUEST	95		login	1544860444397	1544860444406	OK	 
USER	XhinLiang random api	95	END	1544860444396	1544860444408
USER	XhinLiang random api	96	START	1544860444495	1544860444495
REQUEST	96		login	1544860444497	1544860444519	OK	 
USER	XhinLiang random api	96	END	1544860444495	1544860444520
USER	XhinLiang random api	97	START	1544860444595	1544860444595
REQUEST	97		login	1544860444596	1544860444607	OK	 
USER	XhinLiang random api	97	END	1544860444595	1544860444607
USER	XhinLiang random api	98	START	1544860444695	1544860444695
REQUEST	98		login	1544860444696	1544860444705	OK	 
USER	XhinLiang random api	98	END	1544860444695	1544860444706
USER	XhinLiang random api	99	START	1544860444795	1544860444795
REQUEST	99		login	1544860444796	1544860444805	OK	 
USER	XhinLiang random api	99	END	1544860444795	1544860444806
USER	XhinLiang random api	100	START	1544860444895	1544860444895
REQUEST	100		login	1544860444896	1544860444906	OK	 
USER	XhinLiang random api	100	END	1544860444895	1544860444907
