RUN	com.xhinliang.startup.gatling.ComputerWorld	computerworld	1544861111358	 	3.0.1
USER	XhinLiang random api	57	START	1544861114410	1544861114410
REQUEST	56		random	1544861114381	1544861114415	OK	 
USER	XhinLiang random api	56	END	1544861114380	1544861114416
USER	XhinLiang random api	58	START	1544861114430	1544861114430
REQUEST	57		random	1544861114410	1544861114440	OK	 
USER	XhinLiang random api	57	END	1544861114410	1544861114441
USER	XhinLiang random api	59	START	1544861114459	1544861114459
REQUEST	58		random	1544861114431	1544861114461	OK	 
USER	XhinLiang random api	58	END	1544861114430	1544861114462
USER	XhinLiang random api	60	START	1544861114480	1544861114480
REQUEST	59		random	1544861114460	1544861114494	OK	 
USER	XhinLiang random api	59	END	1544861114459	1544861114496
USER	XhinLiang random api	61	START	1544861114510	1544861114510
REQUEST	60		random	1544861114481	1544861114515	OK	 
USER	XhinLiang random api	60	END	1544861114480	1544861114517
USER	XhinLiang random api	62	START	1544861114529	1544861114529
REQUEST	61		random	1544861114511	1544861114548	OK	 
USER	XhinLiang random api	61	END	1544861114510	1544861114549
USER	XhinLiang random api	63	START	1544861114560	1544861114560
REQUEST	62		random	1544861114530	1544861114563	OK	 
USER	XhinLiang random api	62	END	1544861114529	1544861114564
USER	XhinLiang random api	64	START	1544861114580	1544861114580
REQUEST	63		random	1544861114561	1544861114604	OK	 
USER	XhinLiang random api	63	END	1544861114560	1544861114605
USER	XhinLiang random api	65	START	1544861114610	1544861114610
REQUEST	64		random	1544861114581	1544861114619	OK	 
USER	XhinLiang random api	64	END	1544861114580	1544861114620
USER	XhinLiang random api	66	START	1544861114630	1544861114630
REQUEST	65		random	1544861114610	1544861114643	OK	 
USER	XhinLiang random api	65	END	1544861114610	1544861114644
USER	XhinLiang random api	67	START	1544861114659	1544861114659
REQUEST	66		random	1544861114631	1544861114665	OK	 
USER	XhinLiang random api	66	END	1544861114630	1544861114666
USER	XhinLiang random api	68	START	1544861114680	1544861114680
REQUEST	67		random	1544861114660	1544861114691	OK	 
USER	XhinLiang random api	67	END	1544861114659	1544861114692
USER	XhinLiang random api	69	START	1544861114710	1544861114710
REQUEST	68		random	1544861114680	1544861114712	OK	 
USER	XhinLiang random api	68	END	1544861114680	1544861114713
USER	XhinLiang random api	70	START	1544861114730	1544861114730
REQUEST	69		random	1544861114711	1544861114760	OK	 
USER	XhinLiang random api	69	END	1544861114710	1544861114761
USER	XhinLiang random api	71	START	1544861114760	1544861114760
USER	XhinLiang random api	72	START	1544861114780	1544861114780
USER	XhinLiang random api	73	START	1544861114810	1544861114810
USER	XhinLiang random api	74	START	1544861114830	1544861114830
REQUEST	72		random	1544861114781	1544861114839	OK	 
USER	XhinLiang random api	72	END	1544861114780	1544861114840
USER	XhinLiang random api	75	START	1544861114860	1544861114860
USER	XhinLiang random api	76	START	1544861114879	1544861114879
USER	XhinLiang random api	77	START	1544861114910	1544861114910
USER	XhinLiang random api	78	START	1544861114930	1544861114930
REQUEST	76		random	1544861114880	1544861114933	OK	 
USER	XhinLiang random api	76	END	1544861114879	1544861114934
REQUEST	77		random	1544861114910	1544861114959	OK	 
USER	XhinLiang random api	77	END	1544861114910	1544861114960
USER	XhinLiang random api	79	START	1544861114960	1544861114960
USER	XhinLiang random api	80	START	1544861114980	1544861114980
USER	XhinLiang random api	82	START	1544861114980	1544861114980
USER	XhinLiang random api	81	START	1544861115010	1544861115010
USER	XhinLiang random api	83	START	1544861115010	1544861115010
REQUEST	79		random	1544861114961	1544861115011	OK	 
USER	XhinLiang random api	79	END	1544861114960	1544861115012
REQUEST	71		random	1544861114761	1544861115021	OK	 
USER	XhinLiang random api	71	END	1544861114760	1544861115021
USER	XhinLiang random api	84	START	1544861115030	1544861115030
USER	XhinLiang random api	85	START	1544861115060	1544861115060
USER	XhinLiang random api	86	START	1544861115080	1544861115080
USER	XhinLiang random api	87	START	1544861115110	1544861115110
USER	XhinLiang random api	88	START	1544861115130	1544861115130
USER	XhinLiang random api	89	START	1544861115160	1544861115160
REQUEST	87		random	1544861115111	1544861115165	OK	 
USER	XhinLiang random api	87	END	1544861115110	1544861115166
USER	XhinLiang random api	90	START	1544861115180	1544861115180
REQUEST	70		random	1544861114730	1544861115203	OK	 
USER	XhinLiang random api	70	END	1544861114730	1544861115204
USER	XhinLiang random api	91	START	1544861115210	1544861115210
REQUEST	89		random	1544861115161	1544861115212	OK	 
USER	XhinLiang random api	89	END	1544861115160	1544861115213
USER	XhinLiang random api	92	START	1544861115229	1544861115229
USER	XhinLiang random api	93	START	1544861115260	1544861115260
USER	XhinLiang random api	94	START	1544861115280	1544861115280
USER	XhinLiang random api	95	START	1544861115310	1544861115310
REQUEST	85		random	1544861115060	1544861115328	OK	 
USER	XhinLiang random api	85	END	1544861115060	1544861115330
USER	XhinLiang random api	96	START	1544861115330	1544861115330
USER	XhinLiang random api	97	START	1544861115360	1544861115360
USER	XhinLiang random api	98	START	1544861115380	1544861115380
REQUEST	96		random	1544861115331	1544861115387	OK	 
USER	XhinLiang random api	96	END	1544861115330	1544861115388
REQUEST	88		random	1544861115131	1544861115399	OK	 
USER	XhinLiang random api	88	END	1544861115130	1544861115400
USER	XhinLiang random api	99	START	1544861115410	1544861115410
USER	XhinLiang random api	100	START	1544861115429	1544861115429
USER	XhinLiang random api	101	START	1544861115460	1544861115460
REQUEST	99		random	1544861115411	1544861115462	OK	 
USER	XhinLiang random api	99	END	1544861115410	1544861115464
USER	XhinLiang random api	102	START	1544861115479	1544861115479
REQUEST	73		random	1544861114810	1544861115495	OK	 
USER	XhinLiang random api	73	END	1544861114810	1544861115496
USER	XhinLiang random api	103	START	1544861115510	1544861115510
REQUEST	75		random	1544861114861	1544861115519	OK	 
USER	XhinLiang random api	75	END	1544861114860	1544861115521
USER	XhinLiang random api	104	START	1544861115530	1544861115530
USER	XhinLiang random api	105	START	1544861115560	1544861115560
REQUEST	95		random	1544861115311	1544861115566	OK	 
USER	XhinLiang random api	95	END	1544861115310	1544861115567
USER	XhinLiang random api	106	START	1544861115580	1544861115580
USER	XhinLiang random api	107	START	1544861115610	1544861115610
USER	XhinLiang random api	108	START	1544861115630	1544861115630
REQUEST	98		random	1544861115381	1544861115645	OK	 
USER	XhinLiang random api	98	END	1544861115380	1544861115646
USER	XhinLiang random api	109	START	1544861115660	1544861115660
USER	XhinLiang random api	110	START	1544861115680	1544861115680
USER	XhinLiang random api	111	START	1544861115710	1544861115710
USER	XhinLiang random api	112	START	1544861115729	1544861115729
USER	XhinLiang random api	113	START	1544861115760	1544861115760
REQUEST	103		random	1544861115511	1544861115763	OK	 
USER	XhinLiang random api	103	END	1544861115510	1544861115764
USER	XhinLiang random api	114	START	1544861115780	1544861115780
USER	XhinLiang random api	115	START	1544861115810	1544861115810
REQUEST	78		random	1544861114930	1544861115823	OK	 
USER	XhinLiang random api	78	END	1544861114930	1544861115824
USER	XhinLiang random api	116	START	1544861115830	1544861115830
USER	XhinLiang random api	117	START	1544861115860	1544861115860
USER	XhinLiang random api	118	START	1544861115880	1544861115880
USER	XhinLiang random api	119	START	1544861115910	1544861115910
USER	XhinLiang random api	120	START	1544861115930	1544861115930
REQUEST	101		random	1544861115461	1544861115934	OK	 
USER	XhinLiang random api	101	END	1544861115460	1544861115935
USER	XhinLiang random api	121	START	1544861115960	1544861115960
USER	XhinLiang random api	122	START	1544861115980	1544861115980
REQUEST	112		random	1544861115730	1544861115997	OK	 
USER	XhinLiang random api	112	END	1544861115729	1544861115998
USER	XhinLiang random api	123	START	1544861116009	1544861116009
REQUEST	113		random	1544861115761	1544861116023	OK	 
USER	XhinLiang random api	113	END	1544861115760	1544861116024
USER	XhinLiang random api	124	START	1544861116030	1544861116030
REQUEST	106		random	1544861115581	1544861116052	OK	 
USER	XhinLiang random api	106	END	1544861115580	1544861116053
USER	XhinLiang random api	125	START	1544861116060	1544861116060
USER	XhinLiang random api	126	START	1544861116080	1544861116080
REQUEST	116		random	1544861115831	1544861116092	OK	 
USER	XhinLiang random api	116	END	1544861115830	1544861116094
REQUEST	91		random	1544861115211	1544861116105	OK	 
USER	XhinLiang random api	91	END	1544861115210	1544861116106
USER	XhinLiang random api	127	START	1544861116110	1544861116110
USER	XhinLiang random api	128	START	1544861116130	1544861116130
REQUEST	93		random	1544861115261	1544861116142	OK	 
USER	XhinLiang random api	93	END	1544861115260	1544861116143
REQUEST	110		random	1544861115680	1544861116148	OK	 
USER	XhinLiang random api	110	END	1544861115680	1544861116149
USER	XhinLiang random api	129	START	1544861116160	1544861116160
USER	XhinLiang random api	130	START	1544861116180	1544861116180
USER	XhinLiang random api	131	START	1544861116209	1544861116209
USER	XhinLiang random api	132	START	1544861116230	1544861116230
USER	XhinLiang random api	133	START	1544861116260	1544861116260
USER	XhinLiang random api	134	START	1544861116280	1544861116280
USER	XhinLiang random api	135	START	1544861116310	1544861116310
REQUEST	84		random	1544861115031	1544861116325	OK	 
USER	XhinLiang random api	84	END	1544861115030	1544861116327
USER	XhinLiang random api	136	START	1544861116330	1544861116330
REQUEST	118		random	1544861115881	1544861116341	OK	 
USER	XhinLiang random api	118	END	1544861115880	1544861116343
USER	XhinLiang random api	137	START	1544861116360	1544861116360
REQUEST	86		random	1544861115080	1544861116372	OK	 
USER	XhinLiang random api	86	END	1544861115080	1544861116373
USER	XhinLiang random api	138	START	1544861116380	1544861116380
USER	XhinLiang random api	139	START	1544861116409	1544861116409
REQUEST	104		random	1544861115531	1544861116414	OK	 
USER	XhinLiang random api	104	END	1544861115530	1544861116415
USER	XhinLiang random api	140	START	1544861116430	1544861116430
REQUEST	122		random	1544861115981	1544861116442	OK	 
USER	XhinLiang random api	122	END	1544861115980	1544861116442
USER	XhinLiang random api	141	START	1544861116460	1544861116460
USER	XhinLiang random api	142	START	1544861116480	1544861116480
REQUEST	107		random	1544861115610	1544861116485	OK	 
USER	XhinLiang random api	107	END	1544861115610	1544861116486
REQUEST	133		random	1544861116261	1544861116509	OK	 
USER	XhinLiang random api	133	END	1544861116260	1544861116510
USER	XhinLiang random api	143	START	1544861116510	1544861116510
REQUEST	125		random	1544861116061	1544861116530	OK	 
USER	XhinLiang random api	144	START	1544861116530	1544861116530
USER	XhinLiang random api	125	END	1544861116060	1544861116531
USER	XhinLiang random api	145	START	1544861116560	1544861116560
USER	XhinLiang random api	146	START	1544861116579	1544861116579
REQUEST	111		random	1544861115711	1544861116597	OK	 
USER	XhinLiang random api	111	END	1544861115710	1544861116598
REQUEST	128		random	1544861116132	1544861116605	OK	 
USER	XhinLiang random api	128	END	1544861116130	1544861116606
USER	XhinLiang random api	147	START	1544861116610	1544861116610
USER	XhinLiang random api	148	START	1544861116630	1544861116630
USER	XhinLiang random api	149	START	1544861116660	1544861116660
USER	XhinLiang random api	150	START	1544861116680	1544861116680
REQUEST	131		random	1544861116210	1544861116684	OK	 
USER	XhinLiang random api	131	END	1544861116209	1544861116685
REQUEST	123		random	1544861116010	1544861116686	OK	 
USER	XhinLiang random api	123	END	1544861116009	1544861116687
USER	XhinLiang random api	151	START	1544861116710	1544861116710
REQUEST	81		random	1544861115011	1544861116717	OK	 
USER	XhinLiang random api	81	END	1544861115010	1544861116718
USER	XhinLiang random api	152	START	1544861116730	1544861116730
USER	XhinLiang random api	153	START	1544861116760	1544861116760
USER	XhinLiang random api	154	START	1544861116780	1544861116780
REQUEST	94		random	1544861115282	1544861116786	OK	 
USER	XhinLiang random api	94	END	1544861115280	1544861116787
USER	XhinLiang random api	155	START	1544861116810	1544861116810
REQUEST	120		random	1544861115931	1544861116814	OK	 
USER	XhinLiang random api	120	END	1544861115930	1544861116815
USER	XhinLiang random api	156	START	1544861116830	1544861116830
USER	XhinLiang random api	157	START	1544861116860	1544861116860
USER	XhinLiang random api	158	START	1544861116880	1544861116880
USER	XhinLiang random api	159	START	1544861116910	1544861116910
USER	XhinLiang random api	160	START	1544861116930	1544861116930
REQUEST	74		random	1544861114830	1544861116949	OK	 
USER	XhinLiang random api	74	END	1544861114830	1544861116950
USER	XhinLiang random api	161	START	1544861116959	1544861116959
USER	XhinLiang random api	162	START	1544861116980	1544861116980
USER	XhinLiang random api	163	START	1544861117010	1544861117010
USER	XhinLiang random api	164	START	1544861117030	1544861117030
USER	XhinLiang random api	165	START	1544861117060	1544861117060
USER	XhinLiang random api	166	START	1544861117079	1544861117079
REQUEST	139		random	1544861116410	1544861117087	OK	 
USER	XhinLiang random api	139	END	1544861116409	1544861117088
REQUEST	156		random	1544861116831	1544861117094	OK	 
USER	XhinLiang random api	156	END	1544861116830	1544861117096
USER	XhinLiang random api	167	START	1544861117110	1544861117110
USER	XhinLiang random api	168	START	1544861117130	1544861117130
USER	XhinLiang random api	169	START	1544861117160	1544861117160
USER	XhinLiang random api	170	START	1544861117180	1544861117180
USER	XhinLiang random api	171	START	1544861117210	1544861117210
USER	XhinLiang random api	172	START	1544861117230	1544861117230
REQUEST	137		random	1544861116360	1544861117244	OK	 
USER	XhinLiang random api	137	END	1544861116360	1544861117245
REQUEST	121		random	1544861115960	1544861117260	OK	 
USER	XhinLiang random api	121	END	1544861115960	1544861117261
USER	XhinLiang random api	173	START	1544861117259	1544861117259
USER	XhinLiang random api	174	START	1544861117280	1544861117280
USER	XhinLiang random api	175	START	1544861117310	1544861117310
USER	XhinLiang random api	176	START	1544861117330	1544861117330
REQUEST	149		random	1544861116660	1544861117341	OK	 
USER	XhinLiang random api	149	END	1544861116660	1544861117342
REQUEST	166		random	1544861117080	1544861117349	OK	 
USER	XhinLiang random api	166	END	1544861117079	1544861117350
USER	XhinLiang random api	177	START	1544861117360	1544861117360
USER	XhinLiang random api	178	START	1544861117380	1544861117380
REQUEST	143		random	1544861116511	1544861117395	OK	 
USER	XhinLiang random api	143	END	1544861116510	1544861117396
USER	XhinLiang random api	179	START	1544861117410	1544861117410
REQUEST	169		random	1544861117161	1544861117420	OK	 
USER	XhinLiang random api	169	END	1544861117160	1544861117421
USER	XhinLiang random api	180	START	1544861117430	1544861117430
REQUEST	161		random	1544861116960	1544861117435	OK	 
USER	XhinLiang random api	161	END	1544861116959	1544861117436
USER	XhinLiang random api	181	START	1544861117460	1544861117460
USER	XhinLiang random api	182	START	1544861117480	1544861117480
REQUEST	155		random	1544861116810	1544861117486	OK	 
USER	XhinLiang random api	155	END	1544861116810	1544861117487
USER	XhinLiang random api	183	START	1544861117510	1544861117510
USER	XhinLiang random api	184	START	1544861117530	1544861117530
USER	XhinLiang random api	185	START	1544861117560	1544861117560
REQUEST	183		random	1544861117511	1544861117561	OK	 
USER	XhinLiang random api	183	END	1544861117510	1544861117562
USER	XhinLiang random api	186	START	1544861117580	1544861117580
USER	XhinLiang random api	187	START	1544861117610	1544861117610
USER	XhinLiang random api	188	START	1544861117630	1544861117630
USER	XhinLiang random api	189	START	1544861117660	1544861117660
USER	XhinLiang random api	190	START	1544861117680	1544861117680
USER	XhinLiang random api	191	START	1544861117710	1544861117710
REQUEST	164		random	1544861117030	1544861117716	OK	 
USER	XhinLiang random api	164	END	1544861117030	1544861117718
USER	XhinLiang random api	192	START	1544861117730	1544861117730
USER	XhinLiang random api	193	START	1544861117760	1544861117760
USER	XhinLiang random api	194	START	1544861117780	1544861117780
USER	XhinLiang random api	195	START	1544861117810	1544861117810
REQUEST	159		random	1544861116911	1544861117818	OK	 
USER	XhinLiang random api	159	END	1544861116910	1544861117819
REQUEST	127		random	1544861116111	1544861117826	OK	 
USER	XhinLiang random api	127	END	1544861116110	1544861117827
USER	XhinLiang random api	196	START	1544861117830	1544861117830
USER	XhinLiang random api	197	START	1544861117859	1544861117859
REQUEST	162		random	1544861116981	1544861117867	OK	 
USER	XhinLiang random api	162	END	1544861116980	1544861117868
REQUEST	154		random	1544861116782	1544861117877	OK	 
USER	XhinLiang random api	154	END	1544861116780	1544861117878
USER	XhinLiang random api	198	START	1544861117880	1544861117880
USER	XhinLiang random api	199	START	1544861117910	1544861117910
USER	XhinLiang random api	200	START	1544861117930	1544861117930
USER	XhinLiang random api	201	START	1544861117960	1544861117960
REQUEST	191		random	1544861117711	1544861117975	OK	 
USER	XhinLiang random api	191	END	1544861117710	1544861117977
USER	XhinLiang random api	202	START	1544861117980	1544861117980
USER	XhinLiang random api	203	START	1544861118000	1544861118000
REQUEST	152		random	1544861116730	1544861118024	OK	 
USER	XhinLiang random api	152	END	1544861116730	1544861118026
USER	XhinLiang random api	204	START	1544861118029	1544861118029
USER	XhinLiang random api	205	START	1544861118050	1544861118050
REQUEST	145		random	1544861116561	1544861118056	OK	 
USER	XhinLiang random api	145	END	1544861116560	1544861118057
USER	XhinLiang random api	206	START	1544861118080	1544861118080
USER	XhinLiang random api	207	START	1544861118100	1544861118100
USER	XhinLiang random api	208	START	1544861118130	1544861118130
REQUEST	189		random	1544861117661	1544861118135	OK	 
USER	XhinLiang random api	189	END	1544861117660	1544861118136
USER	XhinLiang random api	209	START	1544861118150	1544861118150
USER	XhinLiang random api	210	START	1544861118180	1544861118180
USER	XhinLiang random api	211	START	1544861118200	1544861118200
USER	XhinLiang random api	212	START	1544861118230	1544861118230
USER	XhinLiang random api	213	START	1544861118250	1544861118250
REQUEST	153		random	1544861116761	1544861118262	OK	 
USER	XhinLiang random api	153	END	1544861116760	1544861118263
USER	XhinLiang random api	214	START	1544861118279	1544861118279
USER	XhinLiang random api	215	START	1544861118300	1544861118300
REQUEST	163		random	1544861117011	1544861118315	OK	 
USER	XhinLiang random api	163	END	1544861117010	1544861118316
USER	XhinLiang random api	216	START	1544861118330	1544861118330
USER	XhinLiang random api	217	START	1544861118350	1544861118350
REQUEST	198		random	1544861117880	1544861118352	OK	 
USER	XhinLiang random api	198	END	1544861117880	1544861118353
USER	XhinLiang random api	218	START	1544861118380	1544861118380
REQUEST	83		random	1544861115011	1544861118389	OK	 
USER	XhinLiang random api	83	END	1544861115010	1544861118390
USER	XhinLiang random api	219	START	1544861118399	1544861118399
USER	XhinLiang random api	220	START	1544861118430	1544861118430
USER	XhinLiang random api	221	START	1544861118450	1544861118450
REQUEST	211		random	1544861118201	1544861118471	OK	 
USER	XhinLiang random api	211	END	1544861118200	1544861118472
USER	XhinLiang random api	222	START	1544861118480	1544861118480
USER	XhinLiang random api	223	START	1544861118500	1544861118500
USER	XhinLiang random api	224	START	1544861118529	1544861118529
USER	XhinLiang random api	225	START	1544861118550	1544861118550
REQUEST	190		random	1544861117681	1544861118566	OK	 
USER	XhinLiang random api	190	END	1544861117680	1544861118567
USER	XhinLiang random api	226	START	1544861118580	1544861118580
USER	XhinLiang random api	227	START	1544861118600	1544861118600
